,Unnamed: 0,name,location,rest_type,dish_liked,cuisines,listed_in(type),cost
200,200,Pizza Hut,Banashankari,Casual Dining,"Supreme Pizza, Potato Wedges, Masala Lemonade, Tandoori Paneer, Exotic Garlic Bread","Pizza, Fast Food",Delivery,moderate
201,201,Mangalore Pearl,Jayanagar,Casual Dining,"Neer Dosa, Sea Food, Ghee Rice, Marwai Sukka, Egg Biryani, Kori Roti, Thai Fish","Mangalorean, Seafood, Chinese, Biryani",Delivery,moderate
202,202,Asha Sweets Centre,Basavanagudi,Dessert Parlor,,Fast Food,Delivery,cheap
203,203,Twiststick House,Basavanagudi,Quick Bites,"White Pasta, Noodles, Babycorn Manchurian, Pizza, Veg Momos, Fry Momos, Tawa Pulav","Continental, Fast Food, Street Food, Momos",Delivery,cheap
204,204,Cool Corner,Basavanagudi,Quick Bites,"Masala Dosa, Sandwiches, Coffee, Onion Dosa, Rava Dosa, Chaat, Sandwich","Street Food, Fast Food",Delivery,cheap
205,205,Pizza Mane,Banashankari,Quick Bites,"French Fries, Burgers","Pizza, Sandwich, Burger, Fast Food",Delivery,cheap
206,206,Dal Tadkaa,Banashankari,Casual Dining,"Paratha, Boondi Raita, Roti, Kulfi, Panneer Butter Masala, Sweet Lassi, Dal Tadka",North Indian,Delivery,cheap
207,207,Chutney Chang,Jayanagar,Casual Dining,"Veg Momos, Brownie Chocolate, Palak Chaat, Mutton Biryani, Dahipuri, Fish, Sea Food","North Indian, Chinese, BBQ",Delivery,expensive
208,208,Mystique Palate,Jayanagar,Quick Bites,"Noodles, Pasta, Schezwan Momos, Chicken Momo, Teriyaki Chicken, Thukpa, Fries","Chinese, Fast Food",Delivery,cheap
209,209,Thamboola,Banashankari,Casual Dining,"Spring Roll, Manchow Soup, Babycorn Manchurian, Mint Cooler, Roti, Panneer Butter Masala","North Indian, Chinese, Continental",Delivery,moderate
210,210,Castle Rock,Uttarahalli,Casual Dining,Biryani,"North Indian, Chinese",Delivery,moderate
211,211,Vietnamese Kitchen,Banashankari,Casual Dining,"Pho, Papaya Salad, Coffee, Veg Momos, Rolls",Vietnamese,Delivery,moderate
212,212,Smacznego,Banashankari,Cafe,"Waffles, Pasta, Coleslaw Sandwich, Choco Waffle, Tacos, Momos, Cheese Nachos","Cafe, Mexican, Italian, Momos, Beverages",Delivery,cheap
213,213,C Corner,Kumaraswamy Layout,Quick Bites,,"Fast Food, Street Food",Delivery,cheap
214,214,Paratha Merchant,Kumaraswamy Layout,Quick Bites,,North Indian,Delivery,cheap
215,215,North Rasoe,Kumaraswamy Layout,Casual Dining,,"North Indian, Chinese, Biryani, Kebab",Delivery,cheap
216,216,Inchara Restaurant,Basavanagudi,Quick Bites,,"North Indian, Chinese",Delivery,cheap
217,217,Toscano,Jayanagar,Casual Dining,"Pizza, Pasta, Salads, Calamari, Ravioli, Pumpkin Soup, Wine","Italian, Salad",Delivery,expensive
218,218,Lord Of The Kitchen,Kumaraswamy Layout,Quick Bites,,"North Indian, Chinese",Delivery,cheap
219,219,Stoned Monkey,Banashankari,Dessert Parlor,"Nachos, Cup Cake, Hot Chocolate Fudge, Salsa, Cheesy Garlic Bread, Waffles, Tiramisu","Desserts, Ice Cream",Delivery,cheap
220,220,Central Jail Restaurant,Jayanagar,Casual Dining,"Lime Soda, Manchow Soup, Biryani, Lemon Chicken, Tomato Soup, Butter Naan, Chilli Chicken","Andhra, Seafood, North Indian, Chinese",Delivery,moderate
221,221,Bella,Jayanagar,Casual Dining,"Murgh Ghee Roast, Fish Fry, Ghee Roast Paneer, Neer Dosa, Appam, Sea Food, Chicken Sukha","Mangalorean, Seafood, South Indian",Delivery,expensive
222,222,Vennela Andhra Meals,Jayanagar,Quick Bites,,Andhra,Delivery,cheap
223,223,New Prashanth Hotel,Jayanagar,Casual Dining,"Ragi Mudde, Lemon Chicken, Chilli Chicken, Chicken Curry, Mutton Chops, Mutton Biryani","South Indian, Biryani, Chinese, North Indian",Delivery,moderate
224,224,The Grillo,Jayanagar,Casual Dining,,"South Indian, Arabian, Chinese, North Indian, Seafood, Mangalorean",Delivery,cheap
225,225,Re Malnad Nati Style Hotel,JP Nagar,Casual Dining,,South Indian,Delivery,cheap
226,226,Karma Kaapi,Jayanagar,Beverage Shop,"Pasta, Potato Fries, Potato Wedges, Hot Chocolate, Chaat, Filter Coffee, Americano","Beverages, Tea",Delivery,cheap
227,227,Tiwari's,Jayanagar,Quick Bites,"Sweet Lassi, Gulab Jamun, Palak Paneer Paratha, Paneer Parantha","North Indian, Street Food",Delivery,cheap
228,228,Pizza Stop,Basavanagudi,Quick Bites,"Pizza, White Sauce Pasta, Masala Garlic Bread","Pizza, Italian",Delivery,moderate
229,229,Biggies Burger 'n' More,Kumaraswamy Layout,Quick Bites,"Burgers, Fries, Mojito, Chicken Burger","Cafe, Burger, Beverages",Delivery,moderate
230,230,Srinathji's Cafe,Basavanagudi,"Casual Dining, Cafe","Paratha, Sandwich, Chilli Idli, Noodles, Sandwiches, Lime Soda","North Indian, Cafe, Chinese, Fast Food",Delivery,cheap
231,231,Kollapuri's,Basavanagudi,Quick Bites,"Chicken Biryani, Mutton Biryani, Egg Biryani, Chicken Fry, Mutton Fry","South Indian, Mangalorean",Delivery,cheap
232,232,Sugar Stars Co,Basavanagudi,Bakery,,"Bakery, Desserts",Delivery,cheap
233,233,Bombay Kulfis,JP Nagar,Dessert Parlor,,Ice Cream,Delivery,cheap
234,234,Kadamba Classic,Mysore Road,Quick Bites,,South Indian,Delivery,cheap
235,235,RS Shiv Sagar,Basavanagudi,Casual Dining,"Chaat, Brownie, Onion Rings, Tomato Soup, Paneer Manchurian, Thali, Faluda","North Indian, Chinese, South Indian, Fast Food, Juices",Delivery,cheap
236,236,Kholi Mane,Basavanagudi,Quick Bites,,"Andhra, South Indian, Biryani, North Indian",Delivery,cheap
237,237,Harshi Super Sandwich,Basavanagudi,Quick Bites,"Sandwiches, Chocolate Sandwich, Chaat, Veg Cheese Sandwich, Chilli Cheese, Corn Sandwich","Fast Food, Street Food",Delivery,cheap
238,238,Cake Yard,Basavanagudi,Dessert Parlor,,Desserts,Delivery,cheap
239,239,Rosewood International Hotel - Bar & Restaurant,Mysore Road,Casual Dining,,"North Indian, South Indian, Andhra, Chinese",Delivery,moderate
240,240,Sri Udupi Veg,Jayanagar,Quick Bites,,South Indian,Delivery,cheap
241,241,Cake Art,Basavanagudi,"Bakery, Quick Bites",,Bakery,Delivery,cheap
242,242,Aahar Cafe,Basavanagudi,Quick Bites,,South Indian,Delivery,cheap
243,243,Akash Gowdru Biryani Center,Uttarahalli,Quick Bites,,"North Indian, Chinese",Delivery,cheap
244,244,New Sri Udupi Restaurant,Jayanagar,Quick Bites,,"North Indian, South Indian, Chinese, Beverages, Fast Food",Delivery,cheap
245,245,Potato House,Uttarahalli,Quick Bites,,Street Food,Delivery,cheap
246,246,Hotel Biriyani Counter,Vijay Nagar,Quick Bites,,"North Indian, Chinese, Biryani",Delivery,cheap
247,247,Matru Sagar,Mysore Road,Quick Bites,,"South Indian, North Indian",Delivery,cheap
248,248,Ugadi,Jayanagar,Casual Dining,"Prawn Biryani, Andhra Meal, Veg Thali, Fry Piece Biryani, Gongura Chicken, Paratha","North Indian, Chinese, Biryani, Andhra, Mangalorean",Delivery,moderate
249,249,Sri Krishna Sweets,Basavanagudi,Sweet Shop,,"Mithai, Desserts",Delivery,cheap
250,250,In Time Cane Juice,Kumaraswamy Layout,Beverage Shop,,"Juices, Beverages",Delivery,cheap
251,251,Subway,Banashankari,Quick Bites,"Veggie Delight, Paneer Tikka, Salad","Salad, Fast Food",Delivery,moderate
252,252,Daal Roti,Kumaraswamy Layout,Quick Bites,,"North Indian, Chinese",Delivery,cheap
253,253,The Lassi Park,Jayanagar,Quick Bites,"Faluda, Brownie, Sandwich, Kulfi, Fruit Salad, Sweet Lassi, Chocolate Fudge","Juices, Desserts",Delivery,cheap
254,254,Cafe Coffee Day,Jayanagar,Cafe,,"Cafe, Fast Food",Delivery,moderate
255,255,A2B - Adyar Ananda Bhavan,Mysore Road,Casual Dining,"Pav Bhaji, Masala Dosa, Idli Vada, Filter Coffee, Pongal, Curd Rice, Kesari Bath","South Indian, North Indian, Chinese, Street Food",Delivery,cheap
256,256,Srikrishna Bhavan,Banashankari,Quick Bites,"Roti, Masala Dosa","South Indian, North Indian, Chinese",Delivery,cheap
257,257,Timepass Dinner,Basavanagudi,Casual Dining,"Onion Rings, Pasta, Kadhai Paneer, Salads, Salad, Roti, Jeera Rice",North Indian,Delivery,moderate
258,258,Green Gardenia,Banashankari,Casual Dining,"Masala Papad, Paneer Satay, Paneer Hyderabadi, Butter Naan, Roti","North Indian, Chinese",Delivery,moderate
259,259,J Spice,Banashankari,Casual Dining,"Stuffed Mushroom, Chicken Biryani, Jal-jeera","North Indian, Chinese",Delivery,moderate
260,260,Karavali Family Restaurant,Jayanagar,Casual Dining,,"Seafood, Biryani, South Indian, North Indian, Chinese",Delivery,cheap
261,261,Karavali Lunch Home,Kumaraswamy Layout,Quick Bites,,"South Indian, Mangalorean",Delivery,cheap
262,262,Hatti Kaapi,Jayanagar,Quick Bites,"Filter Coffee, Tea, Hot Coffee, Hatti Samosa","South Indian, Beverages",Delivery,cheap
263,263,Kolkata Kathi Roll's,Banashankari,Quick Bites,,"Fast Food, Rolls",Delivery,cheap
264,264,Upahara Darshini,Basavanagudi,Casual Dining,Masala Dosa,"North Indian, Chinese, South Indian, Fast Food",Delivery,moderate
265,265,The Chaat Shop,Basavanagudi,Quick Bites,"Badam Milk, Potato Twister, Pav Bhaji, Panipuri, Tikki Chaat, Cheese Cutlet",Fast Food,Delivery,cheap
266,266,Anda Ka Funda,Jayanagar,Quick Bites,,"North Indian, Chinese, Rolls",Delivery,cheap
267,267,Shri Vinayaka Ice N Juice,Basavanagudi,Quick Bites,,"Beverages, Fast Food",Delivery,cheap
268,268,My Tea House,Banashankari,"Quick Bites, Cafe","Pasta, Iced Tea","Italian, Fast Food, Cafe, European",Delivery,moderate
269,269,Ibaco,Jayanagar,Dessert Parlor,,Desserts,Delivery,cheap
270,270,Jalaram Sweets,Jayanagar,Sweet Shop,,"Desserts, Mithai",Delivery,cheap
271,271,Samskruti - Sanman Gardenia,Jayanagar,Casual Dining,"Roti, Butter Kulcha, Fried Rice, Tomato Soup, Curd Rice, Lunch Buffet, Paneer Tikka","North Indian, Chinese, South Indian",Delivery,cheap
272,272,Bendakaluru Bytes,Vijay Nagar,Quick Bites,,Fast Food,Delivery,cheap
273,273,Cocoa Bakes,Banashankari,Bakery,,"Bakery, Desserts",Delivery,cheap
274,274,Chumma Delicious,Banashankari,Quick Bites,Chicken Biryani,"South Indian, Fast Food",Delivery,cheap
275,275,New Prashanth Hotel,Banashankari,Casual Dining,"Chicken Biryani, Ragi Mudde, Mutton Chops","Biryani, North Indian, Seafood, Andhra",Delivery,moderate
276,276,SSV Upahar,Jayanagar,Quick Bites,,"South Indian, Chinese",Delivery,cheap
277,277,Dwaraka Grand,Kumaraswamy Layout,Casual Dining,"Masala Dosa, Coffee","South Indian, Chinese, Street Food, Juices",Delivery,cheap
278,278,Gufha - The President Hotel,Jayanagar,Casual Dining,"Cocktails, Paneer Tikka, Rasmalai, Rabri, Masala Papad, Vegetable Biryani, Chicken Curry","North Indian, Afghani, Mughlai",Delivery,expensive
279,279,Cafe Vivacity,Banashankari,Cafe,"Garlic Bread, Burgers, Sandwiches, Pizza, Hot Chocolate Fudge, Waffles, Potato Wedges",Cafe,Delivery,moderate
280,280,Tanna's Kitchen,Kumaraswamy Layout,Quick Bites,,"Italian, Chinese, Street Food",Delivery,cheap
281,281,Shree Mandarathi Grand,Uttarahalli,Casual Dining,,"South Indian, North Indian",Delivery,cheap
282,282,Mojo Pizza - 2X Toppings,Banashankari,Delivery,"Veggie Pizza, Garlic Bread, Lava Cake, Chocolava, Spicy Paneer",Pizza,Delivery,moderate
283,283,Iceberg Icecreams,Basavanagudi,Dessert Parlor,,"Desserts, Ice Cream",Delivery,cheap
284,284,South Kitchen,Basavanagudi,Quick Bites,"Kharabath, Crispy Vada, Filter Coffee, Idli Vada, Idli Chutney, Kesari Bath, Gulab Jamun",South Indian,Delivery,cheap
285,285,Chung Wah,Jayanagar,Casual Dining,"Noodles, Veg Momos, Chowmein, Schezwan Fried Rice, Clear Soup, Sweet Corn Soup, Chicken Wings","Chinese, Thai, Momos",Delivery,moderate
286,286,Shanthi Sagar,Uttarahalli,Casual Dining,,"South Indian, North Indian, Chinese",Delivery,cheap
287,287,Millet Mama,Basavanagudi,Quick Bites,,"South Indian, Healthy Food",Delivery,cheap
288,288,Bangarpet Chat Express,Basavanagudi,Quick Bites,,"Street Food, Fast Food",Delivery,cheap
289,289,South Cool Point,Basavanagudi,Dessert Parlor,,Beverages,Delivery,cheap
290,290,Prems Graama Bhojanam,Jayanagar,Casual Dining,"Veg Thali, Matka Kulfi, Pongal, Buttermilk, Vada, Ragi Mudde, Curd Rice",South Indian,Delivery,cheap
291,291,Java City,Jayanagar,Cafe,"Coffee, Sandwich, Hot Chocolate, Ice Tea, Sandwiches, Chicken Lasagne, Pizza","Cafe, American, Pizza",Delivery,cheap
292,292,Kamat Bugle Rock,Basavanagudi,Quick Bites,"Jowar Roti, Buttermilk, Jolada Rotti, Brinjal Curry, Coffee, Pongal, Vegetable Biryani","South Indian, Fast Food",Delivery,cheap
293,293,Woodee Pizza,Banashankari,Cafe,"Pizza, Garlic Bread","Cafe, Pizza, Fast Food, Beverages",Delivery,cheap
294,294,Puliyogare Point,Basavanagudi,Quick Bites,"Sweet Pongal, Mini Idlis, Filter Coffee, Open Masala Dosa, Pakoda, Vada, Raagi Dosa",South Indian,Delivery,cheap
295,295,Bangalore Agarwal Bhavan,Jayanagar,Quick Bites,"Paratha, Coffee, Halwa, Lassi","Street Food, North Indian, South Indian",Delivery,cheap
296,296,Rustic Stove,Jayanagar,Casual Dining,"Vegetable Biryani, Pineapple Rasam, Cheese Garlic Naan, Potato Cheese Ball, Bamboo Chicken Biryani, Chicken Skewer, Fish","North Indian, South Indian, Biryani, Beverages",Delivery,moderate
297,297,Udupi Ruchi Grand,Banashankari,Quick Bites,,"South Indian, North Indian, Chinese, Street Food",Delivery,cheap
298,298,De Thaali,Jayanagar,Casual Dining,"Malai Kofta, Sandwich, Naan","North Indian, Chinese, Rolls",Delivery,cheap
299,299,Spice Elephant,Banashankari,Casual Dining,"Momos, Lunch Buffet, Chocolate Nirvana, Thai Green Curry, Paneer Tikka, Dum Biryani, Chicken Biryani","Chinese, North Indian, Thai",Delivery,moderate
300,300,Just Thindi,Basavanagudi,Quick Bites,,South Indian,Delivery,cheap
301,301,Matru Sagar,Banashankari,Quick Bites,"Coffee, Masala Dosa","South Indian, North Indian, Chinese",Delivery,cheap
302,302,Vasanth Vihar - Since 1965,Banashankari,Quick Bites,,"South Indian, Street Food",Delivery,cheap
303,303,Sea Spice by 7 Star,Banashankari,Casual Dining,"Sea Food, Neer Dosa, Anjal Masala Fry, Coconut Pudding, Chicken Biryani, Roti, Fish Curry","Seafood, Biryani, Beverages, South Indian, North Indian, Kebab",Delivery,expensive
304,304,Desi Dawat,Kumaraswamy Layout,Quick Bites,"Tandoori Chicken, Rolls","North Indian, Fast Food",Delivery,cheap
305,305,Cafe Aira,Basavanagudi,Cafe,"Pasta, Nachos, Jalapeno Poppers, Burrito Bowl, Ferrero Rocher Shake, Falafal Sandwich, Banana Waffles","Cafe, Continental, Beverages, Desserts",Delivery,cheap
306,306,Donne Biriyani combos,Kumaraswamy Layout,Casual Dining,,Biryani,Delivery,cheap
307,307,Penthouse Cafe,Banashankari,Cafe,"Pizza, Mocktails, Coffee, Nachos, Salad, Pasta, Sandwiches","Cafe, Italian, Continental",Delivery,moderate
308,308,Mast Punjabi,Kumaraswamy Layout,Quick Bites,Aloo Paratha,"North Indian, Chinese, Rolls, Biryani, Kebab",Delivery,cheap
309,309,South Grand,Uttarahalli,Casual Dining,Rava Dosa,"South Indian, North Indian, Chinese, Beverages",Delivery,cheap
310,310,Catch-up-ino,Banashankari,Cafe,"Momos, Mushroom Bruschettas, Jalapeno Cheeseballs, Pasta, Red Velvet Shake, Red Velvet Milkshake, Maggi","Cafe, Fast Food, Continental, Chinese, Momos",Delivery,moderate
311,311,The Pizzeria,Banashankari,Casual Dining,Pesto Pizza,"Pizza, Italian, Salad",Delivery,moderate
312,312,Cafe Zone,Kumaraswamy Layout,Quick Bites,,"Fast Food, Chinese, Rolls",Delivery,cheap
313,313,Ruchis Point,Banashankari,Quick Bites,"Sandwiches, Noodles, Sandwich","Fast Food, Chinese",Delivery,cheap
314,314,Firangi Bake,Rajarajeshwari Nagar,Delivery,"Lasagne, Steak, Masala Quesadilla, Garlic Bread","Mexican, Italian",Delivery,moderate
315,315,The Royal Corner - Pai Viceroy,Jayanagar,Casual Dining,"Breakfast Buffet, Kulcha, Almond Soup, Lunch Buffet, Roti, Mocktails, Vegetarian","North Indian, Chinese",Delivery,moderate
316,316,Hara Fine Dine,Banashankari,Casual Dining,"Hara Bhara Kabab, Crispy Corn, Patiala Paneer, Panneer Butter Masala, Dum Biryani, Jal-jeera, Butter Naan","North Indian, Chinese",Delivery,moderate
317,317,Chocoberry,Jayanagar,Dessert Parlor,"Waffles, Cup Cake, Chocolate Cake","Ice Cream, Desserts, Beverages",Delivery,cheap
318,318,Dakshin Grand,Banashankari,Quick Bites,,"South Indian, North Indian, Chinese, Street Food",Delivery,cheap
319,319,Sandwichwallas,Jayanagar,Quick Bites,,Fast Food,Delivery,cheap
320,320,Chai Mane,Basavanagudi,Quick Bites,,"Juices, Fast Food",Delivery,cheap
321,321,SLV Upachar,Kumaraswamy Layout,Quick Bites,,"South Indian, Chinese, Street Food",Delivery,cheap
322,322,Waffle-A-Go Go,Banashankari,Dessert Parlor,Waffles,"Fast Food, Desserts, Ice Cream",Delivery,cheap
323,323,Cross Road Cafe,Jayanagar,Cafe,"Momos, Burgers, Rolls, Sandwich, Hot Chocolate, Tea, Naga Thali","Cafe, Fast Food, Chinese",Delivery,cheap
324,324,Anand Donne Biriyani,Jayanagar,Quick Bites,,Biryani,Delivery,cheap
325,325,Seven Star,Banashankari,Quick Bites,,"North Indian, Chinese",Delivery,cheap
326,326,Stop 'N' Joy,Banashankari,Quick Bites,,Fast Food,Delivery,cheap
327,327,Sri Yaksha Shiv Sagar,Banashankari,Casual Dining,,"North Indian, Chinese",Delivery,moderate
328,328,Fudge,Basavanagudi,Dessert Parlor,,"Desserts, Momos",Delivery,cheap
329,329,Just Bunny,Jayanagar,Quick Bites,,Fast Food,Delivery,cheap
330,330,Bakers Town,Kumaraswamy Layout,Cafe,"Freak Shake, Fries, Pasta Alfredo","Cafe, Continental, Fast Food",Delivery,moderate
331,331,Shree Mahalakshmi Sweets,Banashankari,Sweet Shop,,"Mithai, Street Food",Delivery,cheap
332,332,Kaapi Kendra,Jayanagar,Quick Bites,,South Indian,Delivery,cheap
333,333,Ivy,Kumaraswamy Layout,Casual Dining,"Butter Chicken, Chicken Grill, Tandoori Chicken, Noodles, Biryani, Fried Rice Chicken","North Indian, Chinese, Fast Food",Delivery,moderate
334,334,The Airos,Jayanagar,Cafe,"Pizza, Pasta, Nachos, Burgers, Sandwich, Tea, Cheese Balls","Cafe, Italian, Pizza",Delivery,moderate
335,335,Chai Kraft,Jayanagar,Beverage Shop,"Masala Chai, Coffee, Masala Tea, Maggi","Beverages, Tea",Delivery,cheap
336,336,Kirthi's Biryani,Banashankari,Cafe,"Pasta, Gelato, Garlic Bread, Mojito, Nachos, Paneer Pizza, Mocktails","Chinese, Cafe, Italian",Delivery,moderate
337,337,South Point Pub,Basavanagudi,Bar,,"North Indian, Seafood, Chinese",Delivery,moderate
338,338,The Trundle,Jayanagar,Casual Dining,"Salad, Mocktails, Chocolava, Pesto Pasta, Momos, Jasmine Rice, Tom Yum Soup","Chinese, Thai, Continental, North Indian",Delivery,moderate
339,339,The Krishna Grand Xpress,Jayanagar,Quick Bites,"Vada, Masala Dosa, Idli","South Indian, Fast Food",Delivery,cheap
340,340,Sri Krishna Darshini,Basavanagudi,Quick Bites,,"South Indian, North Indian, Chinese",Delivery,cheap
341,341,Shringar Sweets & Snacks,Basavanagudi,"Sweet Shop, Quick Bites",,"Mithai, South Indian, Street Food, Fast Food",Delivery,cheap
342,342,Udupi Grand,Basavanagudi,Quick Bites,"Coffee, Masala Dosa, Vegetable Biryani","South Indian, North Indian, Chinese",Delivery,cheap
343,343,Ganesh Grand,Basavanagudi,Quick Bites,,"South Indian, North Indian, Desserts",Delivery,cheap
344,344,Shreyas Upahar & Burger Point,Basavanagudi,Quick Bites,,"South Indian, Burger",Delivery,cheap
345,345,Coffee Tindi,Banashankari,"Cafe, Quick Bites",,"Cafe, South Indian",Delivery,cheap
346,346,Little Cafe,Basavanagudi,Cafe,"Pasta, Pizza, Burgers, Pancakes, Garlic Bread","Cafe, Beverages",Delivery,moderate
347,347,Mumbai Badam Milk & Lassi Center,Basavanagudi,Kiosk,,"Beverages, Desserts",Delivery,cheap
348,348,Sri Krishna Sagar,Banashankari,Casual Dining,,"North Indian, Chinese",Delivery,cheap
349,349,Mylari Biryani Family Restaurant,Banashankari,Quick Bites,,"Biryani, Fast Food",Delivery,cheap
350,350,1980s Games Cafe,Basavanagudi,Cafe,"Maggi, Pasta, Burgers, Sandwiches, Fries","Cafe, Fast Food",Delivery,cheap
351,351,Kadala Tarangaa,Banashankari,Casual Dining,"Sea Food, Neer Dosa","Mangalorean, Seafood, North Indian",Delivery,moderate
352,352,Namma Biryani,Banashankari,Quick Bites,,"Biryani, Chinese, North Indian",Delivery,cheap
353,353,Nandhanu's Rasoi,Kumaraswamy Layout,Quick Bites,,"Chinese, North Indian",Delivery,cheap
354,354,Hotel Pork Paradise,Mysore Road,Quick Bites,,South Indian,Delivery,cheap
355,355,As On Fire,South Bangalore,Food Truck,Pizza,"Pizza, Fast Food, BBQ",Delivery,cheap
356,356,J K Fish Land,Jayanagar,Quick Bites,,"Seafood, Mangalorean",Delivery,cheap
357,357,Curry Leaves,Basavanagudi,Casual Dining,"Brownie, Mojito, Prawn Ghee Roast, Corn Tikki, Mushroom Ghee Roast, Pinacolada, Biryani","Andhra, North Indian, Chinese",Delivery,moderate
358,358,Lassi Shop,Banashankari,Beverage Shop,,"Beverages, Ice Cream, Fast Food",Delivery,cheap
359,359,Magic Meals,Jayanagar,"Quick Bites, Dessert Parlor","Biryani, Thick Shakes, Fries","Fast Food, Desserts, Beverages",Delivery,cheap
360,360,Desi Cream Junction,Jayanagar,Casual Dining,Vegetarian,"Chinese, North Indian, Pizza, Italian",Delivery,moderate
361,361,Drunken Monkey,Kumaraswamy Layout,"Beverage Shop, Quick Bites",,"Beverages, Fast Food",Delivery,cheap
362,362,Ruchi's Corner,Banashankari,Quick Bites,,Fast Food,Delivery,cheap
363,363,Tandoori Bytes,Kumaraswamy Layout,Casual Dining,,North Indian,Delivery,moderate
364,364,Bangalore Donne Biriyani,Kumaraswamy Layout,Quick Bites,,"South Indian, Biryani",Delivery,cheap
365,365,SGS Non Veg - Gundu Pulav,Banashankari,Quick Bites,,"Biryani, Fast Food",Delivery,cheap
366,366,Keventers,Banashankari,"Beverage Shop, Dessert Parlor",,"Desserts, Beverages, Ice Cream",Delivery,cheap
367,367,Sree Sagar,Banashankari,Quick Bites,,South Indian,Delivery,cheap
368,368,Navi Food Point,Basavanagudi,Quick Bites,,Fast Food,Delivery,cheap
369,369,Shawarma Inc,Banashankari,Takeaway,,"Rolls, Lebanese",Delivery,cheap
370,370,The Cafe Nuts and Bolts,Kumaraswamy Layout,Cafe,,"Cafe, Fast Food, Chinese",Delivery,cheap
371,371,AM WOW,Jayanagar,Beverage Shop,,Beverages,Delivery,cheap
372,372,Lalbagh Grand,Basavanagudi,Quick Bites,,"South Indian, North Indian, Chinese",Delivery,cheap
373,373,Funjabi Curries,Banashankari,Quick Bites,,North Indian,Delivery,cheap
374,374,Eat Repeat,Basavanagudi,Quick Bites,"Sweet Pongal, Curd Rice",South Indian,Delivery,cheap
375,375,Salut,Jayanagar,"Pub, Casual Dining","Pesto Pizza, Buffalo Wings, Cocktails, Beer, Egg Ghee Roast, Brownie, Pepper Chicken","Continental, Finger Food, Seafood, Pizza",Delivery,expensive
376,376,Nammura Donne Biriyani,Basavanagudi,Quick Bites,,"Biryani, Fast Food",Delivery,cheap
377,377,Lassi Stop,Banashankari,"Beverage Shop, Quick Bites",,"Beverages, Fast Food, Juices",Delivery,cheap
378,378,Dakshin Kitchen,Basavanagudi,Quick Bites,,South Indian,Delivery,cheap
379,379,Sri Sai Cafe,Basavanagudi,Quick Bites,,South Indian,Delivery,cheap
380,380,Sri Sai 99 Variety Dosa,Banashankari,Quick Bites,,South Indian,Delivery,cheap
381,381,Utsav Restaurant,Banashankari,Quick Bites,,"North Indian, Chinese",Delivery,cheap
382,382,Crunch and Munch,Uttarahalli,Quick Bites,,"Chinese, Street Food, Ice Cream",Delivery,cheap
383,383,Food Geek,Basavanagudi,Quick Bites,,"Sandwich, Fast Food, Rolls",Delivery,cheap
384,384,Sri Krishna Aramane,Kumaraswamy Layout,Quick Bites,,"South Indian, North Indian, Chinese, Fast Food",Delivery,cheap
385,385,Great Indian Rolls,Basavanagudi,Quick Bites,,Rolls,Delivery,cheap
386,386,Chats Point,Basavanagudi,Quick Bites,,"Fast Food, Street Food",Delivery,cheap
387,387,Food Point,Kumaraswamy Layout,Quick Bites,,"North Indian, Chinese",Delivery,cheap
388,388,Swarga Ruchi,Basavanagudi,Quick Bites,,South Indian,Delivery,cheap
389,389,Kolkata King,Basavanagudi,Quick Bites,,"Fast Food, Rolls",Delivery,cheap
390,390,Sandwich Mama's And Frozen Monster,Jayanagar,Quick Bites,"Waffles, Sandwiches, Maggi, Thick Shakes, Chocolate Sandwich","Ice Cream, Beverages, Fast Food",Delivery,cheap
391,391,New Rajadhani Spicy,Kumaraswamy Layout,Casual Dining,,North Indian,Delivery,moderate
392,392,Big Mishra Pedha,Jayanagar,Sweet Shop,,Mithai,Delivery,cheap
393,393,VEGeatz,Banashankari,Quick Bites,,"South Indian, North Indian",Delivery,cheap
394,394,Foodizo,Banashankari,Quick Bites,,"Desserts, Fast Food, Continental",Delivery,cheap
395,395,Food Springs,Jayanagar,Quick Bites,"Honey Chilli Potatoes, Nachos, Lemonade, Hakka Noodles, Babycorn Manchurian, Mushroom Manchurian, Spring Roll","South Indian, Chinese",Delivery,cheap
396,396,Chung's Chinese Corner,Jayanagar,Casual Dining,"Manchow Soup, Momos, Wonton Soup, Chowmein, American Chopsuey, Chop Suey, Manchurian",Chinese,Delivery,moderate
397,397,Eurasia Pasta and Barbeque by Little Italy,Jayanagar,"Casual Dining, Bar","Pasta, Pizza, Nachos, Gelato, Ravioli, Jalapeno Poppers, Cocktails","Italian, Fast Food, Salad, BBQ",Delivery,expensive
398,398,Goli Vada Pav No. 1,Basavanagudi,Quick Bites,"Masala Vada Pav, Cheese Vada Pav, Fries",Street Food,Delivery,cheap
399,399,Ragoo's,Jayanagar,Casual Dining,"Corn Augratin, Lasagne, Fries, Garlic Bread, Pili Pili Pizza, Mexican Rice, Ravioli","Italian, Pizza, North Indian, Salad",Delivery,moderate
400,400,Pure & Natural,Jayanagar,Casual Dining,"Salads, Sandwiches, Pasta, Mocktails, Corn Sandwich, Garden Salad, Miso Salad","Fast Food, Continental, Beverages, Salad, Healthy Food",Delivery,cheap
401,401,Maiyas,Jayanagar,Quick Bites,"Coffee, Thali, Kharabath, Masala Dosa, Idli Vada, Vanilla Ice Cream, Bisi Bele Bhaath","North Indian, South Indian, Fast Food, Juices",Delivery,cheap
